frame, error, target, setting, rate, interval, timestamp, file, p, i, d
83, -0.09909361115888693,11.297260578117585,11.740650635486283,-9.200479635763163,8,774.0369999408722,/capt0082.cr2,-0.5153496696787644,-0.23147397935652558,-0.47990696906646496
84, -0.07398396881961666,11.27976672241372,11.717618555139174,-9.328925433122652,8,783.9009997844696,/capt0083.cr2,-0.5069723043798187,-0.23275224180946985,-0.5041321782270651
85, -0.050951888472507534,11.26995907982084,11.694696642347905,-9.273868964774957,8,794.2929999828339,/capt0084.cr2,-0.49242542285016727,-0.2338208571514767,-0.5102695819683503
86, -0.028029975681238994,11.25041552266976,11.67060364966514,-8.914159677076542,8,804.316999912262,/capt0085.cr2,-0.4887092316459594,-0.2347519901645535,-0.4650934017996926
87, -0.003936982998473226,11.209405155429724,11.645394834361724,-8.89635673877975,8,813.5479998588562,/capt0086.cr2,-0.5073183436589563,-0.23597758401102717,-0.4428849708339831
88, 0.021271832304941896,11.229902885523524,11.625192612323064,-7.821055956466064,8,823.561999797821,/capt0087.cr2,-0.45704114372202037,-0.23698605612060927,-0.34878026101951215
89, 0.04147405434360252,11.201711593167126,11.603618494807797,-8.124144671020868,8,832.7099997997284,/capt0088.cr2,-0.4658291210715318,-0.23796892697541822,-0.37942124142249894
90, 0.06304817185886868,11.221668196139857,11.58516769745518,-7.61992319254578,8,841.8409998416901,/capt0089.cr2,-0.42014532853473396,-0.23853975986586723,-0.3573046706055027
91, 0.08149896921148603,11.197613169023361,11.56534337638686,-7.56733706350871,8,850.8999998569489,/capt0090.cr2,-0.42630998127500086,-0.23916486508534318,-0.3435034287741506
92, 0.10132329027980624,11.18221934444829,11.54307998972157,-8.361835367245318,8,860.5139999389648,/capt0091.cr2,-0.42143643513242657,-0.23996010098316517,-0.4535148461837839
93, 0.12358667694509684,11.174997770140008,11.521435810223123,-8.274296080960601,8,870.0099999904633,/capt0092.cr2,-0.4048904415397173,-0.24060720357754406,-0.4577418323441522
94, 0.1452308564435434,11.141025836693382,11.499505372824416,-8.470984402934228,8,879.4279999732971,/capt0093.cr2,-0.4184509708827147,-0.2414073103453387,-0.46960630582984364
95, -0.16617203949108195,10.982187192498634,11.4736110442143,-9.533604315444693,8,888.6529998779297,/capt0094.cr2,-0.5690499983583606,-0.24377305631348373,-0.4583241873874482
96, -0.14027771088096586,10.974598380673308,11.44976132579444,-9.399932812731898,8,898.1349999904633,/capt0095.cr2,-0.5489139298950907,-0.24617662569482163,-0.4582338194410074
97, -0.11642799246110691,10.92843335926991,11.423024263157217,-9.725515357583637,8,907.3699998855591,/capt0096.cr2,-0.5734607631769841,-0.25012061503094835,-0.4731540028032193
98, -0.08969092982388283,10.88557711592792,11.397269329434394,-9.652067603806334,8,917.4689998626709,/capt0097.cr2,-0.5911918619522272,-0.2515119164406912,-0.4442385687812596
99, -0.06393599610106016,10.885608088577303,11.368938703763346,-9.274370502479856,8,927.6979999542236,/capt0098.cr2,-0.5628273649428,-0.2537684586895342,-0.4199869100316467
100, -0.03560537043001233,10.85664666603807,11.34677219802952,-9.800960530799955,8,937.6089999675751,/capt0099.cr2,-0.5635212414978034,-0.254799357996181,-0.48847413794600963
101, -0.013438864696185604,10.823254432540141,11.31967577679361,-9.679213777463744,8,946.5099999904633,/capt0100.cr2,-0.5758695420383164,-0.25594111797676333,-0.45875117698008616
102, 0.01365755653972478,10.817907350526323,11.29494966815444,-9.514107642263046,8,956.5409998893738,/capt0101.cr2,-0.5519452688940153,-0.25666369110931697,-0.4599387256317406
103, 0.03838366517889469,10.799272301536744,11.269995217079193,-9.353047774168225,8,965.6309998035431,/capt0102.cr2,-0.5452451032794645,-0.2573652388206974,-0.4444626944556014
104, 0.06333811625414043,10.816050277098444,11.249541084718373,-8.425043077683625,8,975.2239999771118,/capt0103.cr2,-0.4993394339788241,-0.25761499934161397,-0.36638464370404517
105, 0.08379224861496049,10.77551868417407,11.223650008174275,-9.367625684296916,8,984.5929999351501,/capt0104.cr2,-0.5214246405987336,-0.25834000047318445,-0.46925211683433726
106, 0.10968332515905921,10.760720616872772,11.20095077970643,-9.25659520664294,8,994.0009999275208,/capt0105.cr2,-0.5092223304316525,-0.2587134165175637,-0.46627694726984253
107, 0.1323825536269041,10.772948465574357,11.176455639597705,-9.074141221589642,8,1002.8650000095367,/capt0106.cr2,-0.47080254554527984,-0.258945449922592,-0.4801375007440804
108, 0.15687769373562865,10.756885683854788,11.154235009269744,-9.085095875146171,8,1012.3629999160767,/capt0107.cr2,-0.4615269513172086,-0.259036279878988,-0.4907828854899595
109, -0.15423500926974398,10.623859422846348,11.126875461939905,-9.998413398377545,8,1021.194000005722,/capt0108.cr2,-0.583413145065736,-0.26041556025427987,-0.48929308113032344
110, -0.12687546193990507,10.572986379349857,11.102149359673513,-10.099156814047445,8,1030.909999847412,/capt0109.cr2,-0.6092779908490533,-0.2617985965869673,-0.4754776544369721
111, -0.10214935967351302,10.549271505256787,11.072514243935085,-10.281046223218663,8,1038.5409998893738,/capt0110.cr2,-0.608165639858399,-0.26424720247084954,-0.49839332076657317
112, -0.07251424393508543,10.523842495206818,11.04642716455394,-10.393258717587837,8,1048.8389999866486,/capt0111.cr2,-0.6035389236010943,-0.26549635337019784,-0.5167325520404197
113, -0.046427164553939804,10.500856523153569,11.01776604673431,-10.335572888977827,8,1057.62299990654,/capt0112.cr2,-0.6001277055404078,-0.2687269760259072,-0.5092217036307286
114, -0.017766046734310592,10.497644159135435,10.991504945077054,-10.310826258711161,8,1067.5699999332428,/capt0113.cr2,-0.5721340763587635,-0.27064002925846103,-0.532002728877597
115, 0.00849505492294611,10.466426596448814,10.965435374758798,-10.320041032078635,8,1076.8269999027252,/capt0114.cr2,-0.5775861834910638,-0.2728345615068446,-0.5255847259459093
116, 0.03456462524120241,10.449712492805396,10.941586119945706,-10.447471078989192,8,1087.276999950409,/capt0115.cr2,-0.5672951701487414,-0.2735383916542522,-0.5521625820622321
117, 0.058413880054294154,10.396568311693596,10.913012027516352,-10.495534409312775,8,1095.5609998703003,/capt0116.cr2,-0.5995195890773213,-0.27420314027849624,-0.5256818585525526
118, 0.08698797248364798,10.373401668730747,10.886775984790454,-10.403100981741883,8,1105.6969997882843,/capt0117.cr2,-0.593571394664166,-0.2751562763360514,-0.5183524598987
119, 0.11322401520954628,10.350950106369286,10.859719488677554,-10.527819499182806,8,1112.9499998092651,/capt0118.cr2,-0.5894084662632846,-0.276156866471196,-0.5381439338232269
120, 0.14028051132244634,10.347167765050983,10.83869995023562,-9.535072881925334,8,1122.1999998092651,/capt0119.cr2,-0.5638068959892275,-0.2767602158501335,-0.43077593908401685
121, 0.16130004976437995,10.322000882657527,10.808461059552673,-10.991519230473532,8,1131.718999862671,/capt0120.cr2,-0.5683689743359027,-0.2775452990369824,-0.619621624023586
122, -0.14179439288600726,10.189599191555093,10.780470359623319,-11.146738909919677,8,1141.5609998703003,/capt0121.cr2,-0.6807480547973385,-0.2792830821734091,-0.5262007176852094
123, -0.11380369295665282,10.194686329124357,10.752040375629193,-10.934609228510336,8,1149.0879998207092,/capt0122.cr2,-0.6443624335488581,-0.2807963114830571,-0.5327891521027963
124, -0.0853737089625266,10.15639415618244,10.722779517555708,-10.895644297119082,8,1158.4199998378754,/capt0123.cr2,-0.6552108413914279,-0.28269401529885496,-0.514847716258928
125, -0.05611285088904161,10.13708263289488,10.692371134571648,-10.895807578642112,8,1169.6749999523163,/capt0124.cr2,-0.6442665731269095,-0.28458817465450487,-0.5239195960375337
126, -0.0257044679049816,10.07836630678368,10.665902406943484,-11.1643139380651,8,1179.675999879837,/capt0125.cr2,-0.6754053105667643,-0.2867550669750732,-0.526414814200176
127, 0.0007642597231818371,10.048308586109346,10.634458344584436,-11.396217103853356,8,1188.8249998092651,/capt0126.cr2,-0.6793532029175516,-0.28930960331429134,-0.5508328076152711
128, 0.03220832208223001,10.052040551073066,10.6053857233391,-11.319644871642545,8,1196.8639998435974,/capt0127.cr2,-0.640659572862507,-0.29182788212866945,-0.5767985278944963
129, 0.061280943327565396,10.01505837535049,10.574703487063257,-11.373151832067585,8,1205.8559999465942,/capt0128.cr2,-0.6493600827874717,-0.29650026807504437,-0.5705598934131619
130, 0.09196317960340927,9.959547107096565,10.544983780734873,-11.849700164158278,8,1215.5609998703003,/capt0129.cr2,-0.676672017963361,-0.2978962980732169,-0.6053917058511925
131, 0.12168288593179355,9.98307504563285,10.5128862585544,-11.27877792578843,8,1224.773999929428,/capt0130.cr2,-0.618099608612225,-0.3007130741967199,-0.5850243739628457
132, 0.1537804081122669,9.937718198753693,10.4856965704399,-11.66244217945876,8,1234.8339998722076,/capt0131.cr2,-0.632684865780777,-0.30369447937215965,-0.6186129454415646
133, -0.1523632371065684,9.814154309753452,10.451325967454883,-12.68417947166183,8,1245.4179999828339,/capt0132.cr2,-0.7386964867550939,-0.3059014257010257,-0.6466260170987912
134, -0.11799263412155092,9.801451177007577,10.41886546164673,-12.636010046426115,8,1253.2699999809265,/capt0133.cr2,-0.714862269492037,-0.30792812775654604,-0.6620109422748989
135, -0.08553212831339785,9.80401278116573,10.385005680546545,-12.312647672794885,8,1262.2659997940063,/capt0134.cr2,-0.6763379485291005,-0.30961681599623486,-0.6557315918473162
136, -0.05167234721321279,9.761500424682135,10.354856149264755,-11.889397810761475,8,1272.1439998149872,/capt0135.cr2,-0.6858557814508514,-0.31149321610537156,-0.5879040438786406
137, -0.02152281593142291,9.720716546822892,10.321986083283218,-12.16909065544346,8,1281.3029999732971,/capt0136.cr2,-0.6975535626860492,-0.3136449098798738,-0.6113469481598716
138, 0.01134725005011461,9.657202443076505,10.293424256641877,-12.472413380498107,8,1291.0189998149872,/capt0137.cr2,-0.7312620042273837,-0.3161891697321266,-0.6155372767735708
139, 0.039909076691454715,9.655819232485472,10.260919036016254,-11.96633543841321,8,1301.401999950409,/capt0138.cr2,-0.7013655265720461,-0.3182246296927534,-0.5759212355236285
140, 0.07241429731707782,9.605029324114883,10.23004601793738,-12.259305656734105,8,1309.0659999847412,/capt0139.cr2,-0.7214786830915091,-0.32099845003579003,-0.5920969544372484
141, 0.10328731539595282,9.593016452438729,10.198690780420685,-12.262776215111176,8,1318.1139998435974,/capt0140.cr2,-0.7007325220485158,-0.3234624717243597,-0.6108418349086145
142, 0.1346425529126467,9.537007045249858,10.16855516106526,-12.347852228491815,8,1327.4110000133514,/capt0141.cr2,-0.7278521086879102,-0.32669016522246996,-0.5918380232218617
143, 0.1647781722680719,9.541518888313849,10.133645717742372,-12.635632009088951,8,1337.8980000019073,/capt0142.cr2,-0.6897399000265524,-0.32945341611846524,-0.6655576184001756
144, -0.13364571774237177,9.428072764263929,10.098932457206953,-13.65469164417705,8,1348.2009999752045,/capt0143.cr2,-0.7761302488262873,-0.3331739805977715,-0.7113213231328811
145, -0.09893245720695276,9.377951028086857,10.061193031817627,-13.519945407659634,8,1355.271999835968,/capt0144.cr2,-0.7930795720321057,-0.33724589455398535,-0.67233392110186
146, -0.06119303181762703,9.377381776759155,10.027923635778865,-13.301846483734177,8,1365.2119998931885,/capt0145.cr2,-0.7521923805643198,-0.3407466785716245,-0.6806404720286128
147, -0.027923635778865474,9.360428679490358,9.99204246646075,-13.262033834211017,8,1374.305999994278,/capt0146.cr2,-0.7342444519173583,-0.3424794875250406,-0.6915472384524035
148, 0.00795753353924944,9.275192063492309,9.9574615502309,-14.017711792305512,8,1383.9629998207092,/capt0147.cr2,-0.7885354432652859,-0.3449929999030496,-0.7354997958057327
149, 0.042538449769100595,9.25898777661321,9.921390286601959,-13.593274266114198,8,1394.4939999580383,/capt0148.cr2,-0.7683211509794579,-0.3470369899848938,-0.6970784278508749
150, 0.07860971339804124,9.221422237879551,9.887999305338116,-13.340087953593999,8,1402.651999950409,/capt0149.cr2,-0.7699648535946484,-0.34891223115596803,-0.6598013090619168
151, 0.11200069466188367,9.206730037106567,9.851557895642136,-13.202080598322322,8,1411.7439999580383,/capt0150.cr2,-0.7493961950547043,-0.35086924685644266,-0.6600119711984959
152, 0.14844210435786387,9.181596150711592,9.817698338859401,-13.2106214823721,8,1421.5169999599457,/capt0151.cr2,-0.7369579194235991,-0.35268851270881113,-0.671769765517203
153, -0.15103167219273317,9.080638929706424,9.779483494581877,-13.732625214522798,8,1432.4169998168945,/capt0152.cr2,-0.8107653500682744,-0.35515245475108337,-0.6650988904503488
154, -0.11281682791520886,9.049352881941326,9.74503152244141,-13.907501648988369,8,1440.566999912262,/capt0153.cr2,-0.8031436739046058,-0.3577874030553903,-0.6934024762384531
155, -0.07836485577474228,9.001038690479549,9.708049675122147,-14.48848083026951,8,1449.5569999217987,/capt0154.cr2,-0.8183921151580479,-0.3606525815016691,-0.7527527473762178
156, -0.0413830084554796,8.958962116308678,9.668969980544494,-14.42646641504847,8,1458.9459998607635,/capt0155.cr2,-0.8239963146948166,-0.3640580732574313,-0.7354744673875481
157, -0.0023033138778263407,8.921671864052959,9.628436900401582,-14.421732409022122,8,1468.8550000190735,/capt0156.cr2,-0.8220279281406889,-0.367211254595284,-0.73365847180031
158, 0.03822976626508634,8.898040473275849,9.592873141407962,-14.289010309936787,8,1478.5460000038147,/capt0157.cr2,-0.8034360698383062,-0.37029741270094824,-0.7314678921189836
159, 0.07379352525870608,8.866839600671545,9.554284218539106,-14.63857980272739,8,1487.630999803543,/capt0158.cr2,-0.7986368948100584,-0.37373623454638294,-0.7794375110072107
160, 0.11238244812756193,8.8647605262469,9.518690830357395,-14.436254783028414,8,1497.0599999427795,/capt0159.cr2,-0.7584760615214258,-0.3768510853527208,-0.7895068241963086
